"region_code","region_name","latitude","longitude","division","country","date","period","population","revenue","volume","customers","channelCosts","margin","revenueVsPotential","ownStores","indirectStores","EEStores","o2Stores","salesVsPotential","VFcustomerShare","digitalPropensity","acqMarketShare","networkSpeed","networkLatency","channelRevenueOnline","channelRevenueOnlinefixed","channelRevenueOnlinepostpayAcq","channelRevenueOnlinepostpayRenewal","channelRevenueOnlineprepay","channelRevenueTelesales","channelRevenueTelesalesfixed","channelRevenueTelesalespostpayAcq","channelRevenueTelesalespostpayRenewal","channelRevenueTelesalesprepay","channelRevenueRetail","channelRevenueRetailfixed","channelRevenueRetailpostpayAcq","channelRevenueRetailpostpayRenewal","channelRevenueRetailprepay","channelRevenueIndirect","channelRevenueIndirectfixed","channelRevenueIndirectpostpayAcq","channelRevenueIndirectpostpayRenewal","channelRevenueIndirectprepay","channelVolumeOnline","channelVolumeOnlinefixed","channelVolumeOnlinepostpayAcq","channelVolumeOnlinepostpayRenewal","channelVolumeOnlineprepay","channelVolumeTelesales","channelVolumeTelesalesfixed","channelVolumeTelesalespostpayAcq","channelVolumeTelesalespostpayRenewal","channelVolumeTelesalesprepay","channelVolumeRetail","channelVolumeRetailfixed","channelVolumeRetailpostpayAcq","channelVolumeRetailpostpayRenewal","channelVolumeRetailprepay","channelVolumeIndirect","channelVolumeIndirectfixed","channelVolumeIndirectpostpayAcq","channelVolumeIndirectpostpayRenewal","channelVolumeIndirectprepay"
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-09-30","quarter",3218269,15017881,3289,3399741,3023308,128973,0.0913,20,12,43,21,-0.0856,0.477,0.199,0.256,2.2,94.5,216496,55975,47787,21841,21657,469969,185127,74259,77210,65025,450627,50324,49770,69358,63678,303965,100858,78002,56529,36367,280583,63807,81048,36134,39650,293249,70374,67074,45286,33111,283741,97849,43309,55937,39928,297128,117173,62979,29748,34652
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-09-30","quarter",3194641,17730160,3359,2520304,3078877,126274,0.185,19,13,31,17,-0.197,0.487,-0.176,0.454,2.48,69.1,456915,138151,126673,62122,54469,204985,48696,30195,36884,26776,202843,43010,26949,30192,28394,365624,124460,89928,56145,44615,433332,99005,61964,85566,44845,405783,86097,65509,43908,50046,325757,94336,90133,38541,42020,208666,40693,57888,28741,28389
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-09-30","quarter",3972189,15657001,3192,3260455,2988109,102254,-0.179,19,11,43,34,0.138,0.0819,0.157,0.0368,3.46,47.5,319640,70324,56303,37537,37225,435042,57667,107262,83436,57284,274577,40775,56072,42668,38933,421709,43015,101380,52581,62256,277587,71454,70004,44692,34935,323808,101834,92653,33114,33158,456591,119717,57577,57956,52327,499664,51563,146600,81253,51020
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-09-30","quarter",3918617,18629647,3380,3229467,2539547,127689,0.0356,20,15,32,25,0.0267,0.173,0.272,0.349,3.53,58.3,335903,86439,64522,50951,42652,229528,72984,62335,41467,33461,489332,104077,135500,56265,56842,497037,159263,129328,58111,64475,343561,41361,60830,34883,44128,388950,106220,53246,52375,54576,206774,53084,50631,32716,22117,419000,143330,125516,47140,44371
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-09-30","quarter",3348313,15599410,3581,2928484,2914448,105907,0.19,19,8,36,21,-0.178,0.339,0.179,0.123,0.208,75.3,349870,139682,51001,41950,40347,426632,133957,64335,67337,49580,475159,48150,79247,64044,53195,329050,111927,38701,51156,46709,196173,54285,26809,21754,26216,188675,42391,23042,36109,24488,206873,60772,32954,21700,25433,482801,167944,90441,83600,53070
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-09-30","quarter",2946554,14059049,3336,3679157,2949415,132931,0.0623,22,8,45,38,0.105,0.381,0.00948,0.173,2.61,89.7,290891,43934,60905,34870,43351,328513,98269,43088,34525,38551,403603,53205,46298,53341,51678,192201,47672,21876,28890,19799,356812,88232,66542,42797,42813,422805,137717,42569,75710,54587,210714,76832,26172,22142,23809,441443,66169,94026,80285,46844
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-09-30","quarter",3215608,13414511,3284,3220356,3113276,145901,-0.0369,20,12,30,35,-0.00843,0.385,0.109,0.327,0.836,66.6,395791,45209,82476,68025,47388,492749,136356,95292,77157,52424,294989,38156,82951,57888,40437,361578,99409,94919,51535,49171,490950,142105,141357,92424,66942,289078,78141,36423,35586,35296,278049,33901,38102,51263,33032,275247,60661,34506,40118,32363
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-09-30","quarter",3513463,14053056,3609,3334264,2338111,100857,-0.0557,21,14,40,22,-0.002,0.0604,-0.134,0.0755,2.99,53.1,315787,74296,80318,39455,39638,414666,125113,45175,81372,41994,398815,56325,115499,75540,51503,358859,114765,97503,44005,37833,269045,71214,78696,45115,28726,408713,134717,94398,56675,56517,233816,64176,23955,41617,30024,368175,82387,56050,50509,44332
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-09-30","quarter",3523082,14064057,3744,3099765,2809104,115549,-0.13,22,13,28,28,-0.173,0.389,-0.0646,-0.0473,1.64,71.8,189749,70695,40199,22389,20872,284093,33070,41222,36196,37928,413952,52076,61584,50051,44958,200719,57298,42657,23330,27881,206105,75168,31826,32476,23697,285795,66144,77248,53976,39155,357116,37767,96672,43202,40954,459331,94244,65032,57839,53745
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-09-30","quarter",3126150,15940227,3442,2697301,3029214,108102,-0.0772,20,14,27,23,-0.00839,0.412,0.0912,0.415,3.79,71.5,355900,48603,67076,37088,43652,259587,77872,55552,33818,27145,198429,53723,43879,36184,20259,300106,45254,36667,42321,41634,281583,61298,32915,45342,31286,331679,104611,50893,60059,44762,427110,116384,96580,84193,47128,477642,134013,56737,57733,64701
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-09-30","quarter",2676104,14626012,3216,3881488,2258938,149514,-0.0702,18,14,35,30,0.123,0.373,-0.0786,0.443,4.81,69.4,470794,133653,63123,63711,47207,419078,90238,71041,64518,45293,401026,63825,72421,70515,48425,357691,101289,84282,70467,41123,264990,89491,64396,31455,38106,272228,35495,41793,36543,29938,427386,153326,124686,76956,48196,238876,42910,44321,45847,30924
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-09-30","quarter",3942170,11489275,3324,3164834,2286274,123903,-0.12,22,12,28,36,-0.0903,0.0217,0.0177,-0.0695,3.71,92.4,470608,122277,67766,50560,51930,254795,75149,65758,42936,38109,343621,71764,60643,40785,36216,197133,24352,47140,22107,25787,251753,73790,35712,35133,35064,425668,53439,122157,74922,52567,228700,27526,63661,40347,30378,344878,126371,45041,38136,46019
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-09-30","quarter",3366046,14997590,3417,2951289,2252710,143384,0.11,22,13,25,25,-0.0328,0.101,0.282,0.268,4.51,96.9,430253,136706,104021,47455,45910,420556,79540,52142,67618,60265,330413,71049,66574,50102,42326,229494,27229,36320,39007,29776,239345,83054,67863,38862,32768,264230,73236,43918,28051,38469,305831,39760,34734,37992,41963,259193,89486,41007,48523,26270
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-09-30","quarter",3038757,14125503,3618,2534808,3102346,146111,0.156,18,12,33,17,0.175,0.101,-0.172,0.374,3.94,63.3,454848,108264,121288,84425,67629,217070,69454,49700,29586,26994,424775,140883,82063,53401,49349,215014,24415,36834,39107,21558,351281,98526,104575,62867,45270,413502,161440,54002,80115,59774,263366,56145,74053,50408,38736,361781,46872,46234,70617,49281
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-09-30","quarter",3518533,14975085,3453,3410603,2777470,132062,0.11,21,10,42,31,0.0123,0.231,0.0479,0.466,4.58,70,483926,93663,76488,83809,58675,448334,63802,79598,63264,62464,349096,112275,54141,57098,40041,484914,73802,81863,77489,49204,249776,61503,45762,25353,31524,374504,44059,52810,49612,52848,192236,35741,40006,30757,24894,334000,96966,70955,63401,42212
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-09-30","quarter",2877210,16831989,3304,3119260,2552944,139674,0.0866,18,13,34,20,-0.157,0.37,-0.158,0.0815,4.02,49.6,401720,78720,120509,61972,54451,399743,63785,87852,70872,59017,488517,107945,54397,71611,52043,489906,180663,65730,61653,56685,332192,103514,65010,53064,33649,463034,75352,60258,82716,56729,401240,46988,61914,52283,48327,281297,80154,44151,40823,31569
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-12-31","quarter",2507473,14964120,3331,3300827,2696222,147954,-0.153,22,11,26,27,0.0626,0.331,-0.0828,0.218,2.17,92,247615,77005,65160,32331,28676,386973,136688,44355,63560,44162,413960,132364,88515,61039,49035,401823,70751,52893,76216,48550,482780,52072,120548,58873,67673,355894,60443,72724,38815,48869,325047,36190,59949,38813,33792,234501,67575,32746,31278,34115
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-12-31","quarter",3754068,13467699,3704,3524198,2605271,122939,0.188,22,13,30,23,-0.142,0.133,-0.111,0.453,4.17,74.3,293771,104307,58545,48137,43506,390921,121783,103659,58156,51447,471458,48093,49402,70540,51308,456697,116298,114319,80671,65321,276121,99141,41018,46772,35442,448844,55901,46642,83144,50647,405435,77445,79275,75642,57514,449408,139818,65020,83295,57398
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-12-31","quarter",3245463,14879548,3660,3740193,2675756,112614,-0.0682,22,14,38,23,0.115,0.245,0.00522,0.336,3.48,75.5,445711,171585,51344,56692,53749,262918,80006,75851,28751,32970,292954,60528,49440,32812,32118,192149,21327,34351,26643,26162,375694,84147,57966,56195,40780,210366,54577,37501,21673,25833,292064,111969,36057,56047,42845,498880,138691,65360,83648,74700
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-12-31","quarter",2901331,14113315,3390,3580793,2388449,126417,0.086,20,11,35,36,-0.136,0.175,0.111,0.243,1.12,70.7,420440,165815,101875,42068,43678,484615,53853,138888,50963,71168,309322,103693,85199,58390,45939,341021,97689,35610,53090,47610,291326,41265,77155,52444,34595,200223,57818,42418,20996,22279,289272,114877,59580,49605,30604,396659,143452,65958,49179,46692
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-12-31","quarter",3080487,13543614,3325,2647917,2686175,104182,-0.102,22,10,45,40,-0.118,0.472,-0.115,0.17,0.451,64.8,206252,68597,30659,40814,26693,388946,94017,46374,56555,44755,414991,154493,96821,52834,53470,264551,94082,58924,28956,36803,479309,95716,87127,53992,60751,391114,122836,57342,41906,48479,319254,121142,94384,52572,34788,392963,76866,76189,46999,53389
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-12-31","quarter",2942427,15130108,3674,3223873,2628432,137922,0.148,22,10,41,19,-0.0997,0.115,0.23,0.195,0.188,75.6,214486,56597,21524,31472,30300,221059,77062,32420,37714,22342,266097,67710,37162,52551,29386,328718,62580,89574,48560,45121,400357,91158,81135,63603,51370,428755,92946,117078,82833,44788,357459,101777,94288,38361,44011,482645,82560,63399,48717,71904
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-12-31","quarter",3128023,14583143,3326,2608468,2797915,120210,-0.166,19,9,42,37,-0.134,0.0505,0.289,0.133,3.43,98.8,391797,148746,58118,60595,50016,404119,153580,64758,64565,55614,200716,24671,47957,38385,24416,399721,94606,58899,62632,55527,360052,120404,53692,56581,47706,260562,38885,43819,41720,34452,498299,118780,134598,68686,54345,366123,43061,107736,63348,49954
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-12-31","quarter",2578826,13708534,3667,3291867,2657383,122827,0.193,21,8,34,22,-0.142,0.187,0.182,0.391,4.1,98.4,273979,71362,69526,51853,36706,476545,186889,96026,71380,57319,278341,42302,57949,53546,34750,305827,93819,54450,59857,35818,268232,84935,41855,35224,39867,461926,111665,90633,77378,68080,420862,100102,97888,64346,46362,222030,29650,24186,36479,32383
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-12-31","quarter",3209119,16936273,3487,2982068,2666909,119268,0.115,21,12,37,33,0.055,0.387,0.198,0.435,2.07,87.7,373670,50055,105692,55070,47229,258690,61536,66391,28111,34632,215273,50549,31323,22027,28600,439043,101871,49553,65585,46174,336650,88723,92444,60313,44199,454476,178207,87029,75981,55391,480380,53929,86822,72059,57157,417561,94414,86106,62355,43438
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-12-31","quarter",2676061,14917157,3344,3853822,2477229,140469,0.113,18,13,35,36,0.039,0.448,-0.0112,0.456,1.3,43.6,307362,60684,43313,60584,38787,202848,65369,28983,25133,22789,400500,90228,100846,43489,53278,300526,92528,34738,36306,39650,345178,57595,49423,43812,50331,481647,151486,110932,67121,64532,332033,131579,53204,56440,34178,396040,146139,116036,75507,52364
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-12-31","quarter",2666918,14760410,3287,3138263,2660651,130078,-0.159,20,11,42,17,-0.0664,0.409,-0.0951,-0.000987,4.75,99.5,392256,84725,90114,41323,41931,268212,45207,40839,27027,39660,361213,96810,36869,47470,46912,379707,144069,97855,68640,41037,251488,52542,60491,47754,35235,411639,43832,111181,74260,56913,358792,125377,88146,55413,38885,412327,154087,58337,63151,48612
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-12-31","quarter",3530136,15160958,3670,3706688,3026087,137160,0.171,19,11,42,40,-0.153,0.426,0.0101,0.155,0.384,68.3,345653,107651,60531,42410,46074,301484,94796,87807,36600,31761,403539,147023,88550,64121,42527,450051,102840,121657,68419,51026,365797,47844,43693,40131,54383,379390,67782,107776,40054,45382,229989,89797,48956,39807,28382,341444,135078,94058,68156,47932
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-12-31","quarter",3807600,15559157,3416,2826950,2994209,123206,0.0305,21,11,41,27,-0.12,0.236,0.1,0.286,3.96,65.5,464990,152224,59344,81557,60138,356588,82882,47835,43253,46671,242957,92396,70615,46078,25126,416029,100138,82513,65708,57725,362807,131638,68812,40957,50597,315136,98308,53368,50336,34126,342240,105219,46465,50731,34443,478115,159697,113809,89963,57925
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-12-31","quarter",2808925,13713996,3532,2760517,2973558,131614,0.139,22,10,33,27,-0.0147,0.181,0.165,0.105,0.432,52.8,444039,75517,60878,80728,46977,349491,132658,100200,68817,36457,254084,83244,48875,30566,25643,495277,121298,148187,80555,55100,223871,75170,31297,31297,28626,491418,95585,107816,52169,67893,309110,50088,53373,39337,37904,467552,121426,130016,55380,70034
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-12-31","quarter",3618118,16289426,3633,3987362,2472612,118087,-0.132,20,12,35,35,-0.0462,0.425,-0.0729,0.00454,1.81,77.6,267874,27405,78363,33703,30324,395215,115826,75707,65610,45313,459278,84346,60728,70371,52333,499639,139629,103817,94228,55121,265016,74116,40081,32896,36596,360453,76562,100627,38862,37392,434229,133110,57240,72040,58861,361959,61809,45174,66194,50969
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-12-31","quarter",3223466,18364651,3699,3208439,2653027,101785,0.117,20,14,29,20,0.127,0.496,-0.0783,0.251,3.68,54.1,350304,86883,103013,50819,44741,291418,55205,66836,55125,32581,367542,86569,93334,52764,40857,210014,69125,30111,36203,23268,347831,104712,94418,65470,37301,279706,66944,46814,31855,38041,458373,180072,62356,74921,46228,432517,69114,68543,60613,59350
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-12-31","quarter",3668621,12263826,3176,2535342,2692446,138980,-0.141,22,13,26,37,-0.0672,0.049,0.274,0.234,3.31,83.2,260325,96386,72558,43040,34266,402230,145442,76945,43464,49330,420855,78364,66285,60664,45007,325757,100303,93879,37616,38913,233776,82855,36528,41435,27591,418187,55308,46915,67689,53779,446756,80630,61719,87943,45899,196210,25797,34477,20591,25492
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-12-31","quarter",3840515,13230616,3396,3051325,2587802,128394,-0.135,19,13,35,39,0.105,0.241,-0.199,0.366,2.96,76.5,375414,84207,86990,54952,49169,187532,28638,21552,31949,22712,403248,139928,102609,48159,59869,283142,45744,32311,42280,35199,256118,58216,56964,45443,29472,238450,29795,58227,39179,30863,312353,86815,44275,49729,39199,252447,42861,29714,29627,37011
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-12-31","quarter",2705180,16125663,3380,3536629,2710494,103324,-0.0308,20,9,39,33,0.0418,0.334,-0.107,0.35,4.09,43,253502,94709,48554,36263,34719,318496,118583,42670,55236,38557,286164,109246,84120,44072,40246,352681,99217,100942,48589,46095,497444,77254,110738,88797,52367,497805,92340,86672,86585,56363,413097,155342,119044,61930,57921,373557,91671,77599,39969,46630
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-12-31","quarter",2772779,17765410,3201,3963589,2959121,125863,0.153,21,10,26,38,-0.122,0.467,0.0708,-0.0544,0.271,72.7,285564,57304,75321,46241,32836,438322,90103,98245,81608,53097,342731,88375,87589,67769,36971,199931,32850,34048,29244,23665,216824,57445,24379,39563,22739,291512,111300,45385,30460,35811,369382,135232,109626,68104,53103,377517,147100,110043,54196,49532
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2019-03-31","quarter",3000456,16605876,3291,2818817,2991854,100176,0.0564,19,9,36,29,-0.135,0.453,-0.0683,0.174,1.56,95.6,242728,52418,26982,41195,34353,376707,77245,42831,48886,51885,283580,32788,77587,45707,38797,323984,81173,54313,62869,39480,329036,120258,59657,63441,48145,376776,74914,41240,54065,49445,367552,107818,37117,38074,46833,403989,78569,73700,48361,51457
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2019-03-31","quarter",2744530,13256222,3474,2518348,2285183,124147,-0.0609,22,9,33,38,0.166,0.144,0.171,0.0823,0.425,53.3,356163,115606,86504,69126,49606,299382,87810,70954,52886,39582,471613,171521,97424,93500,63550,219707,46488,50402,35827,30353,415134,84968,76116,49611,44714,477559,124238,82145,93154,52751,316350,61257,62333,62091,46596,487617,91945,61762,87645,57684
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2019-03-31","quarter",3983024,16221841,3128,3125801,2290193,140281,0.0702,23,15,26,29,0.11,0.0209,-0.156,0.237,2.17,73.3,389005,135640,76151,56063,43853,217518,38243,37423,41946,21928,268720,85285,55407,46335,31747,325788,50253,56447,37657,46537,439687,118980,74768,44146,48679,470154,50884,92587,64882,64841,213840,29567,46847,36124,26449,376527,96650,95288,75190,40387
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2019-03-31","quarter",3568009,18194796,3740,3813418,2657342,118602,0.177,19,11,43,32,-0.0776,0.406,-0.0653,0.206,2.38,76.2,312764,32019,41735,58083,44805,470840,142870,63147,86100,68431,215275,76510,25852,29938,32209,416023,100634,61182,73408,60197,215264,49803,34069,27290,22651,372584,107025,44493,73939,47049,457447,157250,112838,74706,62332,256391,78122,58583,45882,33074
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2019-03-31","quarter",2700154,13018200,3193,3295550,2507969,118047,-0.0225,22,10,26,29,-0.0583,0.0532,-0.0536,0.0897,2.21,59.2,226674,88087,45757,42496,25629,237943,37073,24564,44749,31456,395682,153705,40959,48692,45837,310919,114684,40264,50118,40210,378167,89677,69627,56084,49298,412418,103978,100755,72367,53711,319278,119755,78368,40770,43641,357129,100316,82979,55565,47389
6,"London East",51.537937,0.080932,"South","United Kingdom","2019-03-31","quarter",2802030,17865453,3573,2582950,2599979,146138,0.00694,22,13,25,27,0.0239,0.341,0.0323,0.349,4.45,47.6,232230,35421,44926,25936,33472,350852,73674,82144,45066,39461,464689,98429,84686,57154,52126,192205,35111,34229,27315,23071,382881,44182,103324,67682,56378,217019,73604,40526,26333,24043,400014,137430,71950,61355,43105,213103,21691,50920,34262,24936
17,"London North",51.655197,-0.277485,"South","United Kingdom","2019-03-31","quarter",2610549,14281450,3502,2692615,2802214,139657,0.172,21,11,34,20,0.129,0.359,0.108,0.0366,0.827,97.5,459172,88483,71472,54266,56092,379420,108196,40966,48444,51266,457237,82135,54663,82175,59320,370606,110981,73418,63504,49464,243531,52625,36162,32402,27141,248465,32030,42154,35701,24910,341424,57609,96689,59581,48809,307800,51486,47330,59047,34769
16,"London South",51.486872,-0.095581,"South","United Kingdom","2019-03-31","quarter",3847949,12377924,3328,3226287,2329747,124767,-0.0776,21,9,30,36,0.0895,0.348,0.0451,0.474,4.73,97.7,466288,65796,70535,63544,53740,430229,115908,105947,76021,56475,434437,50688,53182,48467,54338,352551,91949,94127,59468,47986,287040,84076,42417,38867,39625,197101,42661,27902,35581,20624,195462,37761,27037,27863,27814,280767,45820,40296,34227,35292
19,"London West",51.509384,-0.195825,"South","United Kingdom","2019-03-31","quarter",3281153,13748759,3185,3272016,2651883,121490,0.145,20,9,33,38,0.18,0.477,0.117,0.00475,1.38,66.6,332460,37829,76148,50815,37391,215602,35251,49365,42528,26505,480747,70660,61102,50936,57902,198982,32577,53890,30543,26058,340515,38712,75241,65352,34413,376716,63462,102169,72162,49581,471289,133923,125569,53254,56191,325171,63434,67807,39778,40500
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2019-03-31","quarter",3729637,13878114,3422,2974120,3015937,125036,-0.0982,22,14,35,19,-0.0837,0.369,0.00271,0.379,3.51,87,265606,57062,70452,50219,33148,193709,29535,55542,20738,26759,389400,100592,48990,75867,55819,294067,88551,56588,54579,38559,265853,31586,39685,40031,26948,434457,109253,86246,80547,54156,476603,97006,101868,88273,64567,361099,58946,38606,69117,49316
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2019-03-31","quarter",3972575,11483869,3578,3147799,2523312,137286,-0.0448,20,14,38,20,-0.00542,0.216,0.242,0.318,4.06,97.3,349386,40308,56392,58309,41339,281518,42702,60365,48105,38697,192620,49632,24940,22452,25272,475124,62299,107139,85413,61713,381590,79622,98248,46097,49145,254714,59050,53522,41889,27661,354531,114099,40352,61967,42209,237166,84020,45755,24775,26432
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2019-03-31","quarter",3052830,15318459,3601,3298916,2676143,135023,-0.12,22,14,39,20,0.00427,0.387,0.0546,0.0405,1.71,47.8,435958,79917,126240,76144,61034,284450,52091,80056,41346,40594,495824,52845,125539,92557,56197,340583,51385,65762,49912,38999,282738,84546,78798,56203,30371,350372,95710,79875,47717,51308,234338,93549,39165,43264,33665,458643,108599,48323,58280,56949
10,"North East",54.683629,-1.21324,"North","United Kingdom","2019-03-31","quarter",3140551,13762356,3573,3848410,2494892,133306,-0.0274,22,12,28,29,-0.11,0.0381,0.174,0.459,4.13,73.3,298007,76892,57932,51095,36525,266557,79233,71692,28021,33182,290700,34619,85273,53833,34483,389473,100517,99463,66398,54470,399546,66541,71176,49458,49954,217470,22866,23754,33806,30989,414925,149866,66768,77451,41966,355761,58298,37408,36615,46956
0,"North West",53.027538,-2.175821,"North","United Kingdom","2019-03-31","quarter",3336939,14160845,3640,2509339,2750834,108247,-0.175,23,8,35,38,0.000652,0.314,-0.127,0.211,0.243,49.1,265241,89274,27345,49201,34664,294634,92746,38086,57287,31219,466177,94841,84025,81985,54952,197885,48521,57767,31794,23622,406242,121555,118739,57288,41242,458078,154664,94412,50022,61951,474684,90243,88811,61698,65623,423964,101583,59644,82649,57629
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2019-03-31","quarter",3049004,17313531,3362,3352765,2448615,148343,0.136,22,11,32,34,0.0216,0.468,-0.106,0.014,1.73,93.4,229462,47701,58596,45325,24278,262457,96366,44701,46218,32304,380708,127922,44194,66990,55099,477828,178408,92531,68133,52200,357409,109711,79814,65328,50084,300545,48989,82879,56308,44369,435649,93052,88455,72349,49815,282368,31651,53253,38023,39811
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2019-03-31","quarter",3058794,14981594,3721,2943497,3024512,114154,-0.135,22,13,43,22,-0.134,0.0104,-0.113,0.357,3.49,47.9,380232,133321,89035,68585,54927,477451,170200,132364,50906,62211,304724,66145,66424,58393,32061,408124,44370,65259,46492,45381,467362,79164,63520,76401,60204,276775,73970,42162,49336,36207,236855,79655,64278,34237,27164,335519,104397,50287,53497,41974
13,"South East",51.134193,0.264491,"South","United Kingdom","2019-03-31","quarter",3135048,13180296,3302,2778537,2467370,124150,0.176,22,13,27,15,-0.0347,0.0454,-0.0659,0.357,0.609,86.2,433092,111856,91426,59957,62023,291928,107472,79579,46720,41479,405483,78569,73469,67173,41946,310201,35482,73559,58480,33656,440207,121749,109046,64917,65730,396916,95561,109365,60582,56049,318261,50822,82400,61699,32905,447220,173033,104560,64564,49660
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2019-03-31","quarter",3226795,18450076,3155,3900838,2641144,117163,-0.0704,19,15,35,24,0.168,0.0504,-0.188,0.366,0.592,65.4,379541,111188,104929,60632,47682,356702,88283,83684,60363,43993,352336,117194,77053,55432,39947,310370,101480,74410,52739,37245,358572,60861,83601,40948,39321,296020,35660,64752,38427,30275,456199,123480,107655,81621,54725,223555,27362,23328,28240,31905
12,"South West",50.371714,-4.140162,"South","United Kingdom","2019-03-31","quarter",2799210,12930265,3716,3541159,3021456,106490,0.0952,21,12,27,20,-0.0644,0.0823,0.211,0.389,3.7,45.7,408602,75119,97331,59682,51237,463193,70911,102178,61519,54762,491637,112958,131312,88634,56877,306858,71670,48429,46694,37950,401504,79057,76568,71154,57545,318426,44986,46626,59316,40452,307035,115883,76453,38206,36103,213849,23333,50485,33276,30560
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2019-03-31","quarter",3698069,15507279,3317,2656308,2729496,111618,0.00395,19,13,37,25,-0.142,0.113,-0.0848,0.489,1.7,92.6,482644,122058,93328,71433,70159,430821,86383,110213,50594,52778,206020,24524,40997,27232,23844,384104,128443,92211,75950,42159,374028,54278,103866,62957,41703,311902,65491,40467,51331,42689,247159,92228,25628,41965,34234,289208,97029,66596,29822,35143
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2019-06-30","quarter",2860051,11823117,3750,3667221,3122921,139429,0.156,21,10,42,16,0.119,0.12,0.0898,0.14,3.84,43.4,473720,182363,100029,89084,58157,372741,52125,93951,72209,53724,373608,72874,61982,64657,43117,375200,72377,68706,52578,44528,494751,137972,62012,82786,60423,279199,57831,30940,48969,32383,458654,137931,116315,77240,51826,290083,106325,34338,39940,41142
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2019-06-30","quarter",3289800,13753571,3365,3118154,2536348,122033,0.143,23,12,29,25,-0.106,0.197,-0.141,0.0668,4.72,82.4,440227,65864,124838,82124,64563,310640,83892,36918,37166,42907,439774,103063,51096,63240,62887,365165,76331,108866,51660,52455,344802,50373,68154,46640,48796,248990,60946,43747,38523,33571,439664,70301,88667,62777,45682,272484,59786,73079,33129,34649
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2019-06-30","quarter",3092160,17801042,3465,2782038,3042665,128447,0.199,21,9,25,16,0.113,0.129,-0.00801,0.315,4.58,88.3,392734,101553,100687,78441,58128,358805,42573,85524,58520,44392,271375,86112,64363,36480,27446,479861,54181,99161,49793,67431,478546,53143,88983,84497,49087,328986,92376,48660,37709,41892,322218,51586,67435,50566,40790,462923,110045,125786,78403,49823
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2019-06-30","quarter",3475597,14861999,3640,3952715,2382815,135355,-0.0322,19,15,40,19,0.131,0.162,0.0916,0.481,2.28,50.6,394925,79386,67666,68227,54806,458942,159234,111186,48043,55322,396747,54345,84419,76713,44787,494099,128037,54421,82955,69433,288827,62823,71037,31120,39226,477083,79886,53347,47899,63273,494046,158667,82977,90371,56910,356712,76100,84057,61054,45732
